N_BOLETIM,SEQ_VEIC,COD_CATEG,DESCRICAO_CATEG,COD_ESPECIE,DESCRICAO_ESPECIE,COD_SITUACAO,DESCRICAO_SITUACAO,TIPO_SOCORRO,DESC_TIPO_SOCORRO
2017012299194001,2,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012320690001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012324594001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012329017001,1,1,OFICIAL,12,CAMIONETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012333920001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017012336470001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012343497001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012345323001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012359580001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012369833001,2,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012375962001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012377777002,1,0,NAOINFORMADO,8,ONIBUS,0,NAOINFORMADO,0,NAOINFORMADO
2017012402889001,1,3,PARTICULAR,13,CAMINHAO,1,EMMOVIMENTO,0,NAOINFORMADO
2017012412906001,1,0,NAOINFORMADO,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017012426900001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017012427027001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012440405001,1,4,ALUGUEL,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012440840001,2,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012443543001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012448139001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012457995001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012461470001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017012461911001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012466695001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012468638001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012471030001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012488403001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017012496284001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012498465001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012511977001,1,0,NAOINFORMADO,8,ONIBUS,0,NAOINFORMADO,0,NAOINFORMADO
2017012522572001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012524060001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012532236001,1,3,PARTICULAR,6,AUTOMOVEL,0,NAOINFORMADO,0,NAOINFORMADO
2017012543894001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012559661001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012591485001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012598630001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012599992001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012602490001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012636228001,2,3,PARTICULAR,3,MOTONETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012646825001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012649032001,1,0,NAOINFORMADO,0,NAOINFORMADO,1,EMMOVIMENTO,0,NAOINFORMADO
2017012669321001,1,0,NAOINFORMADO,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012675407001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012571810001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017012584574001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017012589536001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017012590606001,1,3,PARTICULAR,3,MOTONETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000328940001,1,3,PARTICULAR,6,AUTOMOVEL,0,NAOINFORMADO,0,NAOINFORMADO
2017000339167001,1,3,PARTICULAR,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000397054001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000421500001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000425523001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000431665001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017001876991001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017001880620001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017001887700001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017001888197001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017001913478001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017001915871001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017001945852001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017001947040001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017003281690001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017003292477001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017003302628001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017003307267001,1,0,NAOINFORMADO,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017003312980001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003324264001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003332587001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003335173001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003353097001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003370668001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003379474001,1,0,NAOINFORMADO,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017004021557001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017004027162001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017004029750001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004048010001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017004060097001,1,2,MISSAODIPLOMATICA,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004061401001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004068011001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004074714001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004089584001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004089634001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004097800001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000439740001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000458523001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000471704001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000483122001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000498750001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000502660001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000506928001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000512665001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000518571001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017001948029001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017001956300001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017001968935001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017001981267001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017001990242001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017001992828001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017001995994001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002007089001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002007652001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002011124001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002011873001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002015410001,1,0,NAOINFORMADO,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002017617001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002030265001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004105930001,1,4,ALUGUEL,13,CAMINHAO,1,EMMOVIMENTO,0,NAOINFORMADO
2017004131364001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,6,NAOSEAPLICA
2017004144363001,1,0,NAOINFORMADO,8,ONIBUS,0,NAOINFORMADO,0,NAOINFORMADO
2017004158902001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004170948001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004171550001,1,3,PARTICULAR,26,CAMINHONETE,1,EMMOVIMENTO,0,NAOINFORMADO
2017004172135001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,3,AMBULANCIA
2017004177112001,1,4,ALUGUEL,4,MOTOCICLETA,1,EMMOVIMENTO,3,AMBULANCIA
2017004180250001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004191313001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004205243001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017004214768001,1,0,NAOINFORMADO,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004231501001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004233134001,1,4,ALUGUEL,8,ONIBUS,2,PARADO,0,NAOINFORMADO
2017004235525001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004237264001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000539943001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000547980001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000564765001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000576653001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000587311001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000590629001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000605190001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000611955001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000617833001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002030841001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002039002001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002039946001,1,4,ALUGUEL,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002050827001,1,1,OFICIAL,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002052904001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002058510001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002089759001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002094357001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003397868001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003411352001,1,0,NAOINFORMADO,19,CAMINHAO-TRATOR,1,EMMOVIMENTO,0,NAOINFORMADO
2017003412751001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003418473001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003418969001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017003420626001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004258890001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004263682001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004267819001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004279014001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004280911001,1,3,PARTICULAR,1,BICICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004281903001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004287744001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004295647001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004296429001,1,0,NAOINFORMADO,0,NAOINFORMADO,1,EMMOVIMENTO,0,NAOINFORMADO
2017004300429001,1,0,NAOINFORMADO,8,ONIBUS,0,NAOINFORMADO,0,NAOINFORMADO
2017000627512001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000634072001,1,0,NAOINFORMADO,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000655522001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000663412001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000671371001,1,3,PARTICULAR,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017000680780001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000682328001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000686445001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000690378001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000700215001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000713662001,2,3,PARTICULAR,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017002104025001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002105227001,1,0,NAOINFORMADO,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002111328001,1,3,PARTICULAR,6,AUTOMOVEL,0,NAOINFORMADO,0,NAOINFORMADO
2017002127060001,1,0,NAOINFORMADO,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002133070002,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002141926001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002145859001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003445372001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,3,AMBULANCIA
2017003450124001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003467069001,1,4,ALUGUEL,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003472479001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003477810001,1,3,PARTICULAR,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017003481062001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003484276001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017003487191001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003488729001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003507573001,1,3,PARTICULAR,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017003529034001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003542046001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003544099001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004317677001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004333745001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004339400001,1,0,NAOINFORMADO,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017004346220001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,3,AMBULANCIA
2017004352858001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004354860001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004356674001,1,0,NAOINFORMADO,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017004364893001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000739344001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000752525001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000752960001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000753937001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000767066001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000772868001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000773139001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000780037001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000782428001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000784702001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017000808757001,1,4,ALUGUEL,11,CHARRETE,1,EMMOVIMENTO,0,NAOINFORMADO
2017002164699001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002169663001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002171816001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002172760001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002174653001,1,4,ALUGUEL,8,ONIBUS,2,PARADO,0,NAOINFORMADO
2017002187204001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002204649001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002218837001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002229928001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002251499001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002256119001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017002259664001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002261741001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017004518386001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004530311001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004551410001,1,3,PARTICULAR,1,BICICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004553736001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,2,VIATURAPMMG
2017004573815001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004577042001,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,0,NAOINFORMADO
2017004584464001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004591400001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004597238001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004601372001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017004607432001,1,4,ALUGUEL,26,CAMINHONETE,1,EMMOVIMENTO,6,NAOSEAPLICA
2017004614083001,1,4,ALUGUEL,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017004623188001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000832806001,1,4,ALUGUEL,8,ONIBUS,0,NAOINFORMADO,0,NAOINFORMADO
2017000835840001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000836124001,2,3,PARTICULAR,4,MOTOCICLETA,0,NAOINFORMADO,0,NAOINFORMADO
2017000841080001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000846330001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000879866001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000883589001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000898875001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000900681001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017000909429001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017000910646001,1,4,ALUGUEL,8,ONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002284683001,1,4,ALUGUEL,7,MICROONIBUS,1,EMMOVIMENTO,0,NAOINFORMADO
2017002315084001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002317356001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017002333753001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
2017003562861001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003571022001,1,3,PARTICULAR,6,AUTOMOVEL,1,EMMOVIMENTO,0,NAOINFORMADO
2017003572735001,1,3,PARTICULAR,4,MOTOCICLETA,1,EMMOVIMENTO,0,NAOINFORMADO
