N_BOLETIM,N_ENVOLVIDO,COD_SEVERIDADE,DESC_SEVERIDADE,SEXO,CINTO_SEGURANCA,EMBREAGUES,IDADE,CATEGORIA_HABILITACAO,DESCRICAO_HABILITACAO,ESPECIE_VEICULO
2018034365250001,2,1,NAOFATAL,F,NAO,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034376877001,1,1,NAOFATAL,M,SIM,NAO,53,N,NAOINFORMADO,CAMINHAO
2018034376983001,3,3,SEMFERIMENTOS,F,SIM,NAO,68,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018034392710001,2,3,SEMFERIMENTOS,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018034394630001,1,3,SEMFERIMENTOS,F,SIM,NAO,52,N,NAOINFORMADO,AUTOMOVEL
2018034398745001,1,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034400997001,2,1,NAOFATAL,M,NAO,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034419350001,1,1,NAOFATAL,M,SIM,NAO,26,IN,INABILITADO,MOTOCICLETA
2018037139670001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037140390001,2,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037194971001,2,1,NAOFATAL,M,SIM,NAO,35,AE,HABILITADONASCATEGORIASAeE,MOTOCICLETA
2018037199792001,2,1,NAOFATAL,F,NAO,NAO,16,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037211171001,2,1,NAOFATAL,M,SIM,NAO,42,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037220172001,2,3,SEMFERIMENTOS,M,SIM,NAO,51,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037228075001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037237966001,2,1,NAOFATAL,F,SIM,NAO,53,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037258084001,2,1,NAOFATAL,M,NAO,NAO,24,N,NAOINFORMADO,BICICLETA
2018037259533001,1,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037260629001,2,1,NAOFATAL,M,SIM,NAO,55,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037275601001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037317541001,3,1,NAOFATAL,F,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037319867001,1,1,NAOFATAL,M,SIM,NAO,59,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037320940001,3,1,NAOFATAL,F,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037326098001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037337345001,2,1,NAOFATAL,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037337802001,1,1,NAOFATAL,M,SIM,NAO,29,N,NAOINFORMADO,MOTOCICLETA
2018040111761001,2,2,FATAL,M,NAO,NAO,63,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040120509001,1,3,SEMFERIMENTOS,M,SIM,NAO,26,AE,HABILITADONASCATEGORIASAeE,NAOINFORMADO
2018040120812001,1,3,SEMFERIMENTOS,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018040139220001,1,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040157052001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040166971001,1,3,SEMFERIMENTOS,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018040167346001,2,1,NAOFATAL,M,SIM,SIM,51,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2018040176726001,1,2,FATAL,M,SIM,NAO,47,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040185796001,1,1,NAOFATAL,M,SIM,NAO,35,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018040193162001,2,1,NAOFATAL,F,SIM,NAO,53,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018040196965001,2,3,SEMFERIMENTOS,M,SIM,NAO,64,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018040208974001,1,1,NAOFATAL,M,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018040250618001,2,3,SEMFERIMENTOS,M,SIM,NAO,33,AE,HABILITADONASCATEGORIASAeE,AUTOMOVEL
2018040251666001,2,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040683171001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040684921001,2,1,NAOFATAL,F,SIM,NAO,75,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2018040685600001,2,1,NAOFATAL,F,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTONETA
2018040686723001,1,3,SEMFERIMENTOS,M,SIM,NAO,51,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2018040688315001,2,1,NAOFATAL,M,NAO,NAO,14,AB,NAOSEAPLICA,BICICLETA
2018040688657001,2,3,SEMFERIMENTOS,F,SIM,NAO,54,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018040708738001,2,1,NAOFATAL,F,NAO,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040709880001,2,1,NAOFATAL,F,NAO,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040720877001,1,1,NAOFATAL,F,SIM,NAO,25,N,NAOINFORMADO,MOTOCICLETA
2018040762185001,1,1,NAOFATAL,M,SIM,NAO,27,N,NAOINFORMADO,MOTOCICLETA
2018040764510001,4,1,NAOFATAL,M,SIM,NAO,29,N,NAOINFORMADO,MOTOCICLETA
2018040766519001,1,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040769839001,2,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,CAMINHAO
2018040776044001,2,1,NAOFATAL,M,SIM,NAO,45,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018040780174001,2,1,NAOFATAL,M,NAO,NAO,15,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040784551001,2,1,NAOFATAL,M,NAO,NAO,18,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040787358001,1,1,NAOFATAL,F,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040794297001,1,1,NAOFATAL,M,NAO,NAO,26,AB,NAOSEAPLICA,BICICLETA
2018040795705001,2,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034485664001,1,1,NAOFATAL,M,SIM,NAO,47,AC,HABILITADONASCATEGORIASAeC,AUTOMOVEL
2018034487598001,1,3,SEMFERIMENTOS,M,SIM,NAO,52,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2018034488696001,2,1,NAOFATAL,M,SIM,NAO,30,IN,INABILITADO,MOTOCICLETA
2018034504989001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034508188001,2,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034511796001,2,1,NAOFATAL,M,NAO,NAO,18,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034527009001,1,1,NAOFATAL,M,SIM,NAO,23,IN,INABILITADO,MOTOCICLETA
2018034527262001,1,1,NAOFATAL,M,SIM,NAO,20,N,NAOINFORMADO,MOTOCICLETA
2018034537898001,1,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034554118001,2,1,NAOFATAL,F,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2018034560591001,1,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034567199001,2,3,SEMFERIMENTOS,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018034579256001,2,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034586260001,2,1,NAOFATAL,M,SIM,NAO,20,N,NAOINFORMADO,MOTOCICLETA
2018034589370001,1,1,NAOFATAL,M,SIM,NAO,61,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034605334001,1,1,NAOFATAL,M,SIM,NAO,28,N,NAOINFORMADO,MOTOCICLETA
2018037344390001,2,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037357390001,1,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037385096001,3,1,NAOFATAL,F,SIM,NAO,10,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037409190001,1,1,NAOFATAL,M,SIM,NAO,59,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037418044001,1,1,NAOFATAL,M,SIM,NAO,26,N,NAOINFORMADO,MOTOCICLETA
2018037425980001,1,1,NAOFATAL,M,SIM,NAO,21,AC,HABILITADONASCATEGORIASAeC,MOTOCICLETA
2018037435280001,1,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037445874001,3,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037494011001,1,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037495135001,1,3,SEMFERIMENTOS,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037495423001,1,1,NAOFATAL,M,SIM,NAO,28,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018037498217001,1,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037501946001,1,3,SEMFERIMENTOS,M,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037507930001,2,1,NAOFATAL,M,NAO,NAO,70,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037521060001,2,1,NAOFATAL,M,NAO,NAO,15,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037539531001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037545708001,2,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037573473001,2,1,NAOFATAL,M,NAO,NAO,18,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040802659001,2,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040811073001,3,1,NAOFATAL,M,SIM,NAO,55,N,NAOINFORMADO,AUTOMOVEL
2018040854370001,2,1,NAOFATAL,M,SIM,NAO,26,IN,INABILITADO,MOTOCICLETA
2018040860050001,2,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040914528001,2,3,SEMFERIMENTOS,F,SIM,NAO,26,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2018040915444001,2,1,NAOFATAL,M,NAO,NAO,41,N,NAOINFORMADO,BICICLETA
2018040940632001,2,1,NAOFATAL,F,SIM,NAO,54,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2018040949060001,2,1,NAOFATAL,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040969907001,1,1,NAOFATAL,M,SIM,NAO,20,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040980192001,1,1,NAOFATAL,M,SIM,NAO,28,N,NAOINFORMADO,MOTOCICLETA
2018040988615001,3,1,NAOFATAL,F,SIM,NAO,76,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018034620884001,1,1,NAOFATAL,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034623401001,2,1,NAOFATAL,M,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034633253001,1,1,NAOFATAL,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034640318001,1,1,NAOFATAL,M,SIM,NAO,22,N,NAOINFORMADO,AUTOMOVEL
2018034641143001,2,3,SEMFERIMENTOS,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2018037593615001,4,1,NAOFATAL,F,SIM,NAO,64,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037601732001,2,1,NAOFATAL,M,SIM,NAO,32,N,NAOINFORMADO,MOTOCICLETA
2018037603679001,3,1,NAOFATAL,M,SIM,NAO,55,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037604121001,1,1,NAOFATAL,M,SIM,NAO,41,AB,HABILITADONASCATEGORIASAeB,MOTONETA
2018037608643001,1,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037608944001,1,1,NAOFATAL,F,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037652879001,1,1,NAOFATAL,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037670121001,1,1,NAOFATAL,F,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037671299001,2,3,SEMFERIMENTOS,M,SIM,NAO,47,AB,HABILITADONASCATEGORIASAeB,CAMINHONETE
2018037675400001,1,3,SEMFERIMENTOS,M,SIM,NAO,44,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037675949001,3,3,SEMFERIMENTOS,M,SIM,NAO,46,N,NAOINFORMADO,AUTOMOVEL
2018037678290001,3,1,NAOFATAL,F,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037683867001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037685117001,1,1,NAOFATAL,M,SIM,NAO,45,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018037694369001,1,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037697910001,1,1,NAOFATAL,M,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037719940001,3,1,NAOFATAL,F,SIM,NAO,75,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018040995030001,2,1,NAOFATAL,M,SIM,NAO,28,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018041038451001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018041043285001,1,3,SEMFERIMENTOS,F,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018041075068001,2,0,NAOINFORMADO,M,NAO,SIM,0,N,NAOINFORMADO,AUTOMOVEL
2018041086159001,2,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018041092522001,1,1,NAOFATAL,M,SIM,NAO,35,N,NAOINFORMADO,MOTOCICLETA
2018041094393001,1,1,NAOFATAL,F,SIM,NAO,23,N,NAOINFORMADO,MOTOCICLETA
2018041109835001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018041118485001,1,1,NAOFATAL,M,SIM,NAO,31,N,NAOINFORMADO,AUTOMOVEL
2018041123776001,1,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018041134406001,2,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018041135482001,2,3,SEMFERIMENTOS,M,SIM,NAO,39,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2018041172675001,2,3,SEMFERIMENTOS,F,SIM,NAO,46,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018041180706001,2,1,NAOFATAL,M,NAO,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018041182720001,1,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034648706001,1,1,NAOFATAL,M,SIM,NAO,18,N,NAOINFORMADO,MOTOCICLETA
2018034648957001,2,3,SEMFERIMENTOS,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018034653620001,1,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034666385001,2,1,NAOFATAL,F,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2018034688567001,1,1,NAOFATAL,M,SIM,NAO,20,IN,INABILITADO,MOTOCICLETA
2018034699253001,1,3,SEMFERIMENTOS,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018034705159001,1,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034714554001,1,1,NAOFATAL,F,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034730899001,2,1,NAOFATAL,M,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018034732017001,2,0,NAOINFORMADO,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2018037727633001,1,1,NAOFATAL,M,SIM,NAO,48,AC,HABILITADONASCATEGORIASAeC,MOTOCICLETA
2018037738464001,3,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037742538001,3,3,SEMFERIMENTOS,M,SIM,NAO,42,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037752888001,1,3,SEMFERIMENTOS,M,SIM,NAO,67,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037760897002,2,3,SEMFERIMENTOS,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037763273001,2,1,NAOFATAL,F,NAO,NAO,44,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037764763001,1,1,NAOFATAL,F,SIM,NAO,66,AP,APRENDIZAGEM,AUTOMOVEL
2018037771780001,1,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037781745001,2,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037796938001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037798285001,2,1,NAOFATAL,F,NAO,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037801330001,1,1,NAOFATAL,M,SIM,NAO,32,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018037804635001,2,1,NAOFATAL,F,NAO,NAO,37,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037809101001,1,1,NAOFATAL,F,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037809900001,2,1,NAOFATAL,F,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037867384001,2,3,SEMFERIMENTOS,F,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018037881243001,1,1,NAOFATAL,F,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037887030001,2,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,IN,INABILITADO,AUTOMOVEL
2018037888496001,1,1,NAOFATAL,F,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037888847001,1,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037903022001,3,1,NAOFATAL,F,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018037903624001,1,1,NAOFATAL,M,SIM,NAO,51,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018025462866001,1,1,NAOFATAL,M,SIM,NAO,22,N,NAOINFORMADO,MOTOCICLETA
2018025487781001,1,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018025499927001,2,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,NAOINFORMADO
2018025524452001,2,1,NAOFATAL,F,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018025550150001,2,1,NAOFATAL,M,SIM,NAO,19,N,NAOINFORMADO,MOTOCICLETA
2018025568478001,2,1,NAOFATAL,F,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018025576812001,2,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018025604250001,1,1,NAOFATAL,M,SIM,NAO,24,N,NAOINFORMADO,MOTOCICLETA
2018025610470001,2,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018025628290001,2,1,NAOFATAL,M,SIM,NAO,30,N,NAOINFORMADO,MOTOCICLETA
2018025631069001,1,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018016957760001,2,2,FATAL,F,NAO,NAO,19,AB,NAOSEAPLICA,BICICLETA
2018016977172001,1,1,NAOFATAL,M,SIM,NAO,26,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018016982212001,3,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2018016986593001,1,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018016988614001,1,1,NAOFATAL,F,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,MOTONETA
2018016998610001,1,3,SEMFERIMENTOS,M,SIM,NAO,41,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018017004731001,2,1,NAOFATAL,F,NAO,NAO,74,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018017011339001,2,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,MOTOCICLETA
2018017034123001,1,1,NAOFATAL,M,SIM,NAO,36,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018017054202001,2,1,NAOFATAL,M,SIM,NAO,41,N,NAOINFORMADO,MOTOCICLETA
2018017061427001,1,1,NAOFATAL,M,SIM,NAO,30,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2018017061888001,1,1,NAOFATAL,M,SIM,NAO,55,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018017088040001,2,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018017089227001,2,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018017092092001,2,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018017098202001,2,1,NAOFATAL,M,SIM,NAO,58,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019629844001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019680467001,1,1,NAOFATAL,F,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019691021001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019700914001,2,1,NAOFATAL,M,SIM,NAO,35,N,NAOINFORMADO,MOTOCICLETA
2018019701449001,3,1,NAOFATAL,F,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019702534001,1,1,NAOFATAL,M,SIM,NAO,60,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019716421001,2,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019720592001,2,1,NAOFATAL,M,NAO,NAO,54,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019736162001,2,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019738105001,1,3,SEMFERIMENTOS,M,SIM,NAO,62,AB,HABILITADONASCATEGORIASAeB,CAMINHONETE
2018019759966001,2,1,NAOFATAL,F,SIM,NAO,38,N,NAOINFORMADO,MOTOCICLETA
2018019769463001,2,1,NAOFATAL,F,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018019779337001,1,1,NAOFATAL,M,SIM,NAO,28,N,NAOINFORMADO,MOTOCICLETA
2018019780946001,2,1,NAOFATAL,M,SIM,NAO,38,N,NAOINFORMADO,MOTOCICLETA
2018019782265001,1,1,NAOFATAL,F,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTONETA
2018022381851001,3,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018022383155001,4,1,NAOFATAL,F,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018022421987001,2,1,NAOFATAL,F,NAO,NAO,62,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018022426074001,1,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018022427549001,2,1,NAOFATAL,F,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018022436656001,1,1,NAOFATAL,M,SIM,NAO,43,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018022438811001,3,1,NAOFATAL,M,NAO,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018022444310001,1,3,SEMFERIMENTOS,M,SIM,NAO,46,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2018022449902001,2,1,NAOFATAL,M,SIM,NAO,49,N,NAOINFORMADO,MOTOCICLETA
2018022457179001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2018022466806001,1,1,NAOFATAL,M,SIM,NAO,23,N,NAOINFORMADO,MOTOCICLETA
2018022473115001,3,1,NAOFATAL,F,SIM,NAO,60,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2018022484589001,1,1,NAOFATAL,M,SIM,NAO,23,N,NAOINFORMADO,MOTOCICLETA
2018022489644001,1,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
